position.x,obj_dois,title_vector,position.y,relationType,relatedIdentifierType,subj_dois,subjtitle_vector
9,10.21966/zw3v-md11,Juday Net Zooplankton Data from the 2019 Gulf of Alaska International Year of the Salmon Expedition,11,References,DOI,10.15468/dl.5bs8n8,Occurrence Download
9,10.21966/zw3v-md11,Juday Net Zooplankton Data from the 2019 Gulf of Alaska International Year of the Salmon Expedition,12,References,DOI,10.15468/dl.862h55,Occurrence Download
9,10.21966/zw3v-md11,Juday Net Zooplankton Data from the 2019 Gulf of Alaska International Year of the Salmon Expedition,13,References,DOI,10.15468/dl.3yf6de,Occurrence Download
9,10.21966/zw3v-md11,Juday Net Zooplankton Data from the 2019 Gulf of Alaska International Year of the Salmon Expedition,14,References,DOI,10.15468/dl.23aja3,Occurrence Download
9,10.21966/zw3v-md11,Juday Net Zooplankton Data from the 2019 Gulf of Alaska International Year of the Salmon Expedition,15,References,DOI,10.15468/dl.459uag,Occurrence Download
9,10.21966/zw3v-md11,Juday Net Zooplankton Data from the 2019 Gulf of Alaska International Year of the Salmon Expedition,16,References,DOI,10.15468/dl.ajb76z,Occurrence Download
9,10.21966/zw3v-md11,Juday Net Zooplankton Data from the 2019 Gulf of Alaska International Year of the Salmon Expedition,17,References,DOI,10.15468/dl.f8s2hg,Occurrence Download
9,10.21966/zw3v-md11,Juday Net Zooplankton Data from the 2019 Gulf of Alaska International Year of the Salmon Expedition,18,References,DOI,10.15468/dl.vaz2q7,Occurrence Download
9,10.21966/zw3v-md11,Juday Net Zooplankton Data from the 2019 Gulf of Alaska International Year of the Salmon Expedition,19,References,DOI,10.15468/dl.pk3trq,Occurrence Download
9,10.21966/zw3v-md11,Juday Net Zooplankton Data from the 2019 Gulf of Alaska International Year of the Salmon Expedition,20,References,DOI,10.15468/dl.7gzvbw,Occurrence Download
9,10.21966/zw3v-md11,Juday Net Zooplankton Data from the 2019 Gulf of Alaska International Year of the Salmon Expedition,24,References,DOI,10.15468/dl.ucfhd2,Occurrence Download
9,10.21966/zw3v-md11,Juday Net Zooplankton Data from the 2019 Gulf of Alaska International Year of the Salmon Expedition,28,References,DOI,10.15468/dl.fdqx94,Occurrence Download
10,10.21966/shnm-s480,Trawl Data from the FV Northwest Explorer during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition,1,References,DOI,10.15468/dl.4jbnkt,Occurrence Download
10,10.21966/shnm-s480,Trawl Data from the FV Northwest Explorer during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition,1,References,DOI,10.15468/dl.4jbnkt,Occurrence Download
10,10.21966/shnm-s480,Trawl Data from the FV Northwest Explorer during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition,6,References,DOI,10.15468/dl.gx742r,Occurrence Download
10,10.21966/shnm-s480,Trawl Data from the FV Northwest Explorer during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition,9,References,DOI,10.15468/dl.6vdkbn,Occurrence Download
10,10.21966/shnm-s480,Trawl Data from the FV Northwest Explorer during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition,10,References,DOI,10.15468/dl.zycegr,Occurrence Download
10,10.21966/shnm-s480,Trawl Data from the FV Northwest Explorer during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition,15,References,DOI,10.15468/dl.459uag,Occurrence Download
10,10.21966/shnm-s480,Trawl Data from the FV Northwest Explorer during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition,17,References,DOI,10.15468/dl.f8s2hg,Occurrence Download
10,10.21966/shnm-s480,Trawl Data from the FV Northwest Explorer during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition,19,References,DOI,10.15468/dl.pk3trq,Occurrence Download
10,10.21966/shnm-s480,Trawl Data from the FV Northwest Explorer during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition,21,References,DOI,10.15468/dl.rm8rn8,Occurrence Download
11,10.21966/nt8w-je90,Trawl Data from the NOAA Bell M. Shimada during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition,6,References,DOI,10.15468/dl.gx742r,Occurrence Download
11,10.21966/nt8w-je90,Trawl Data from the NOAA Bell M. Shimada during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition,8,References,DOI,10.15468/dl.cqpa99,Occurrence Download
11,10.21966/nt8w-je90,Trawl Data from the NOAA Bell M. Shimada during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition,9,References,DOI,10.15468/dl.6vdkbn,Occurrence Download
